,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1069,2022-10-17,311.20001220703125,299.9800109863281,300.8900146484375,310.8800048828125,20112900.0,,311.51609456303333,,258.7409915131071
