,datetime,High,Low,Open,Close,Volume,DGS2,DGS5,DGS10,YC,Open_Close,High_Low,Open_High,Open_Low,Close_High,Close_Low,move_mean_High_w13,move_mean_High_w26,move_mean_High_w52,High_trend,High_seasonal,High_resid,Next_High,predicted_Next_High,move_mean_Low_w13,move_mean_Low_w26,move_mean_Low_w52,Low_trend,Low_seasonal,Low_resid,Next_Low,predicted_Next_Low
1190,2022-10-24,284.6000061035156,271.9700012207031,275.69000244140625,281.2200012207031,306882100.0,4.518000000000001,4.342,4.17,-0.04257142857142842,-5.529998779296875,12.6300048828125,-8.910003662109375,3.720001220703125,-3.3800048828125,9.25,302.31846266526446,304.06730769230774,339.5459618201623,340.52365405742944,0.13997455625163585,-9.321013312722265,,251.169470541171,286.5961526724009,285.8192297128531,320.9149994483361,321.8918263362004,0.001967657835054315,-8.784457667863135,,276.2773822599844
