,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1069,2022-10-17,375.45001220703125,357.2799987792969,364.010009765625,374.2900085449219,489258800.0,,364.9650457201749,,336.334120226785
