,datetime,High,Low,Open,Close,Volume,DGS2,DGS5,DGS10,YC,Open_Close,High_Low,Open_High,Open_Low,Close_High,Close_Low,move_mean_High_w13,move_mean_High_w26,move_mean_High_w52,High_trend,High_seasonal,High_resid,Next_High,predicted_Next_High,move_mean_Low_w13,move_mean_Low_w26,move_mean_Low_w52,Low_trend,Low_seasonal,Low_resid,Next_Low,predicted_Next_Low
1190,2022-10-24,328.8900146484375,311.6000061035156,312.5299987792969,328.5799865722656,24861900.0,4.518000000000001,4.342,4.17,-0.04257142857142842,-16.04998779296875,17.290008544921875,-16.360015869140625,0.92999267578125,-0.310028076171875,16.97998046875,321.04999953049884,322.7892303466797,338.7973075279823,339.08615347055286,-0.9075134073314748,1.0996623895596065,,317.6483138524297,308.1284625713642,309.0803844745343,326.4051930354192,326.8221159714919,-1.0486804233985791,0.7841151356284861,,295.0366688380091
