,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low,predicted_Next_Close_Lower,predicted_Next_Close_Upper,predicted_Next_Close
0,2022-11-14,340.1199951171875,332.7300109863281,336.7099914550781,336.1000061035156,14819400.0,,342.0206110690906,,330.88693343365225,303.6927076674119,338.6801812871552,321.41735542519046
