,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low,predicted_Next_Close_Lower,predicted_Next_Close_Upper,predicted_Next_Close
0,2022-11-14,402.30999755859375,390.1400146484375,396.6600036621094,394.239990234375,308102800.0,,408.8993381196126,,381.04809305704885,365.3213978403196,402.50076712402404,384.8570758096876
