,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1071,2022-10-31,282.07000732421875,259.0799865722656,278.9200134277344,264.67999267578125,321720900.0,,296.016202154053,,272.3678608089978
