,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low,predicted_Next_Close_Lower,predicted_Next_Close_Upper,predicted_Next_Close
0,2022-11-14,293.260009765625,280.7200012207031,285.8599853515625,284.80999755859375,233598000.0,,131.35124009888037,,274.69664137282285,258.7837486816463,291.0182185052246,275.4689687898535
