,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1072,2022-11-07,399.3500061035156,373.6099853515625,377.7099914550781,398.510009765625,466637900.0,,401.3850533121886,,365.5060072752506
