,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1069,2022-10-17,277.2099914550781,266.739990234375,266.8399963378906,275.4200134277344,325976100.0,,286.80630847426744,,274.8688750704618
