,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1072,2022-11-07,338.3699951171875,324.1499938964844,325.1400146484375,337.7900085449219,26853000.0,,318.3970373041387,,305.8253473727016
