,datetime,High,Low,Open,Close,Volume,DGS2,DGS5,DGS10,YC,Open_Close,High_Low,Open_High,Open_Low,Close_High,Close_Low,move_mean_High_w13,move_mean_High_w26,move_mean_High_w52,High_trend,High_seasonal,High_resid,Next_High,predicted_Next_High,move_mean_Low_w13,move_mean_Low_w26,move_mean_Low_w52,Low_trend,Low_seasonal,Low_resid,Next_Low,predicted_Next_Low
1190,2022-10-24,389.5199890136719,373.1099853515625,375.8900146484375,389.0199890136719,450644300.0,4.518000000000001,4.342,4.17,-0.04257142857142842,-13.129974365234375,16.410003662109375,-13.629974365234375,2.780029296875,-0.5,15.910003662109375,399.68923011192913,401.8423074575571,430.2001923781175,430.8736539987419,-1.0504048134588664,-1.7279716391139495,,388.1362540157037,381.7015380859375,382.1511535644531,412.1084629939153,412.8707709679237,-1.0599534330304794,-2.9983817045035277,,366.9745375613941
