,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1071,2022-10-31,390.3900146484375,368.7900085449219,386.44000244140625,376.3500061035156,499579000.0,,393.9314480286146,,375.80092981906574
