,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1072,2022-11-07,288.6400146484375,263.0299987792969,265.75,287.9599914550781,341538200.0,,297.2570995578412,,269.48815323709704
