,datetime,High,Low,Open,Close,Volume,Next_High,predicted_Next_High,Next_Low,predicted_Next_Low
1071,2022-10-31,330.75,317.17999267578125,326.9200134277344,324.1400146484375,26988000.0,,328.8405686441883,,321.24393598346796
